LIBELLE EXAMEN;ANNEE SESSION;MOIS SESSION;SPECIALITE;OPTION SPECIALITE;PARTIC, 1;PARTIC, 2;NUMERO CANDIDAT;CODE EPREUVE;LIBELLE EPREUVE;CODE MATIERE;LIBELLE MATIERE;CONTROLABLE;NOTE;COEFFICIENT EPREUVE;NUMERO GROUPE
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915184;006A-3;S.V.T. ECRIT; ;;N;4,5;4;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915184;006B-2;S.V.T. PRATIQ; ;;N;14;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915184;007;L.V.E. 1; ;;O;9;3;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915184;007A;LV1 ECRIT;0002;ANGLAIS;N;10,5;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915184;007B;LV1 ORAL;0002;ANGLAIS;N;7,5;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915184;007BA;LV1 COMP ORAL;0002;ANGLAIS;N;6;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915184;007BB;LV1 EXP ORALE;0002;ANGLAIS;N;9;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915184;008;LANGUE VIV. 2; ;;O;7;2;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915184;008A;LV2 ECRIT;0001;ALLEMAND;N;7;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915184;008B;LV2 ORAL;0001;ALLEMAND;N;6,5;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915184;008BA;LV2 COMP ORAL;0001;ALLEMAND;N;4;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915184;008BB;LV2 EXP ORALE;0001;ALLEMAND;N;9;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915184;009;PHILOSOPHIE; ;;O;8;3;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915184;010;ED.PHYS.SPORT;5011;EPS APTE;N;16;2;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915184;011-2;INFO SC NUMER; ;;N;11;2;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915184;017;TRAV PERS ENC; ;;N;15;;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915184;204;MATHEMATIQUES; ; ;N;15;7;2
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915184;206-3;SC. VIE TERRE; ; ;N;12;6;2
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915255;001;FRANCAIS ECR.; ;;O;5;2;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915255;002;FRANCAIS ORAL; ;;N;7;2;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915255;003;HIST.GEOG.; ;;O;7;3;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915255;004;MATHEMATIQUES; ;;O;14;7;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915255;005;PHYS-CHIMIE; ;;O;10;6;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915255;005A;PHYS CHIM ECR; ;;N;7,5;4;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915255;005B;PHYS CHIM PRA; ;;N;20;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915255;006-3;SC. VIE TERRE; ;;O;12;6;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915255;006A-3;S.V.T. ECRIT; ;;N;9;4;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915255;006B-2;S.V.T. PRATIQ; ;;N;15;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915255;007;L.V.E. 1; ;;O;5;3;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915255;007A;LV1 ECRIT;0002;ANGLAIS;N;6;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915255;007B;LV1 ORAL;0002;ANGLAIS;N;4;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915255;007BA;LV1 COMP ORAL;0002;ANGLAIS;N;2;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915255;007BB;LV1 EXP ORALE;0002;ANGLAIS;N;6;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915255;008;LANGUE VIV. 2; ;;O;5;2;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915255;008A;LV2 ECRIT;0001;ALLEMAND;N;4,5;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915255;008B;LV2 ORAL;0001;ALLEMAND;N;5;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915255;008BA;LV2 COMP ORAL;0001;ALLEMAND;N;4;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915255;008BB;LV2 EXP ORALE;0001;ALLEMAND;N;6;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915255;009;PHILOSOPHIE; ;;O;7;3;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915255;010;ED.PHYS.SPORT;5011;EPS APTE;N;19;2;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915255;011-2;INFO SC NUMER; ;;N;7;2;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915255;017;TRAV PERS ENC; ;;N;8;;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915255;203;HIST.GEOG.; ; ;N;14;3;2
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915255;207;L.V.E. 1;0002;ANGLAIS;N;10;3;2
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915541;001;FRANCAIS ECR.; ;;O;9;2;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915541;002;FRANCAIS ORAL; ;;N;5;2;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915541;003;HIST.GEOG.; ;;O;4;3;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915541;004;MATHEMATIQUES; ;;O;6;7;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915541;005;PHYS-CHIMIE; ;;O;6;6;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915541;005A;PHYS CHIM ECR; ;;N;2,5;4;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915541;005B;PHYS CHIM PRA; ;;N;16;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915541;006-3;SC. VIE TERRE; ;;O;15;6;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915541;006A-3;S.V.T. ECRIT; ;;N;11;4;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915541;006B-2;S.V.T. PRATIQ; ;;N;17;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915541;007;L.V.E. 1; ;;O;12;3;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915541;007A;LV1 ECRIT;0002;ANGLAIS;N;12;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915541;007B;LV1 ORAL;0002;ANGLAIS;N;11,5;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915541;007BA;LV1 COMP ORAL;0002;ANGLAIS;N;10;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915541;007BB;LV1 EXP ORALE;0002;ANGLAIS;N;13;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915541;008;LANGUE VIV. 2; ;;O;7;2;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915541;008A;LV2 ECRIT;0001;ALLEMAND;N;8,5;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915541;008B;LV2 ORAL;0001;ALLEMAND;N;5,5;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915541;008BA;LV2 COMP ORAL;0001;ALLEMAND;N;4;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915541;008BB;LV2 EXP ORALE;0001;ALLEMAND;N;7;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915541;009;PHILOSOPHIE; ;;O;16;3;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915541;010;ED.PHYS.SPORT;5011;EPS APTE;N;12;2;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915541;011-2;INFO SC NUMER; ;;N;4;2;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915541;017;TRAV PERS ENC; ;;N;8;;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915541;204;MATHEMATIQUES; ; ;N;6;7;2
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915541;205;PHYS-CHIMIE; ; ;N;7;6;2
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915590;001;FRANCAIS ECR.; ;;O;9;2;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915590;002;FRANCAIS ORAL; ;;N;13;2;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915590;003;HIST.GEOG.; ;;O;6;3;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915590;004;MATHEMATIQUES; ;;O;3;7;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915590;005;PHYS-CHIMIE; ;;O;6;6;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915590;005A;PHYS CHIM ECR; ;;N;3;4;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915590;005B;PHYS CHIM PRA; ;;N;14;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915590;006-3;SC. VIE TERRE; ;;O;8;6;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915590;006A-3;S.V.T. ECRIT; ;;N;5,5;4;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915590;006B-2;S.V.T. PRATIQ; ;;N;12;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915590;007;L.V.E. 1; ;;O;15;3;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915590;007A;LV1 ECRIT;0002;ANGLAIS;N;14,5;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915590;007B;LV1 ORAL;0002;ANGLAIS;N;15;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915590;007BA;LV1 COMP ORAL;0002;ANGLAIS;N;16;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915590;007BB;LV1 EXP ORALE;0002;ANGLAIS;N;14;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915590;008;LANGUE VIV. 2; ;;O;11;2;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915590;008A;LV2 ECRIT;0008;ITALIEN;N;11;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915590;008B;LV2 ORAL;0008;ITALIEN;N;10,5;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915590;008BA;LV2 COMP ORAL;0008;ITALIEN;N;8;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915590;008BB;LV2 EXP ORALE;0008;ITALIEN;N;13;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915590;009;PHILOSOPHIE; ;;O;6;3;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915590;010;ED.PHYS.SPORT;5011;EPS APTE;N;14;2;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915590;011-2;INFO SC NUMER; ;;N;15;2;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915590;017;TRAV PERS ENC; ;;N;15;;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915590;204;MATHEMATIQUES; ; ;N;12;7;2
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915590;206-3;SC. VIE TERRE; ; ;N;15;6;2
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915835;001;FRANCAIS ECR.; ;;O;11;2;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915835;002;FRANCAIS ORAL; ;;N;14;2;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915835;003;HIST.GEOG.; ;;O;13;3;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915835;004;MATHEMATIQUES; ;;O;3;7;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915835;005;PHYS-CHIMIE; ;;O;5;6;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915835;005A;PHYS CHIM ECR; ;;N;3;4;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915835;005B;PHYS CHIM PRA; ;;N;12;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915835;006-3;SC. VIE TERRE; ;;O;10;6;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915835;006A-3;S.V.T. ECRIT; ;;N;7;4;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915835;006B-2;S.V.T. PRATIQ; ;;N;14;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915835;007;L.V.E. 1; ;;O;9;3;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915835;007A;LV1 ECRIT;0001;ALLEMAND;N;11;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915835;007B;LV1 ORAL;0001;ALLEMAND;N;6,5;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915835;007BA;LV1 COMP ORAL;0001;ALLEMAND;N;6;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915835;007BB;LV1 EXP ORALE;0001;ALLEMAND;N;7;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915835;008;LANGUE VIV. 2; ;;O;13;2;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915835;008A;LV2 ECRIT;0002;ANGLAIS;N;12,5;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915835;008B;LV2 ORAL;0002;ANGLAIS;N;13;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915835;008BA;LV2 COMP ORAL;0002;ANGLAIS;N;14;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915835;008BB;LV2 EXP ORALE;0002;ANGLAIS;N;12;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915835;009;PHILOSOPHIE; ;;O;14;3;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915835;010;ED.PHYS.SPORT;5011;EPS APTE;N;15;2;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915835;011-2;INFO SC NUMER; ;;N;19;2;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915835;017;TRAV PERS ENC; ;;N;10;;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915835;204;MATHEMATIQUES; ; ;N;10;7;2
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915835;205;PHYS-CHIMIE; ; ;N;8;6;2
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915966;001;FRANCAIS ECR.; ;;O;7;2;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915966;002;FRANCAIS ORAL; ;;N;12;2;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915966;003;HIST.GEOG.; ;;O;5;3;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915966;004;MATHEMATIQUES; ;;O;5;7;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915966;005;PHYS-CHIMIE; ;;O;6;6;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915966;005A;PHYS CHIM ECR; ;;N;4,5;4;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915966;005B;PHYS CHIM PRA; ;;N;12;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915966;006-3;SC. VIE TERRE; ;;O;12;6;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915966;006A-3;S.V.T. ECRIT; ;;N;9;4;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915966;006B-2;S.V.T. PRATIQ; ;;N;12;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915966;007;L.V.E. 1; ;;O;9;3;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915966;007A;LV1 ECRIT;0002;ANGLAIS;N;8;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915966;007B;LV1 ORAL;0002;ANGLAIS;N;10;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915966;007BA;LV1 COMP ORAL;0002;ANGLAIS;N;10;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915966;007BB;LV1 EXP ORALE;0002;ANGLAIS;N;10;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915966;008;LANGUE VIV. 2; ;;O;8;2;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915966;008A;LV2 ECRIT;0007;ESPAGNOL;N;4;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915966;008B;LV2 ORAL;0007;ESPAGNOL;N;12;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915966;008BA;LV2 COMP ORAL;0007;ESPAGNOL;N;14;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915966;008BB;LV2 EXP ORALE;0007;ESPAGNOL;N;10;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915966;009;PHILOSOPHIE; ;;O;8;3;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915966;010;ED.PHYS.SPORT;5011;EPS APTE;N;18;2;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915966;011-2;INFO SC NUMER; ;;N;15;2;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915966;015;EPR.FACULT.1;5011;EPS APTE;N;14;;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915966;017;TRAV PERS ENC; ;;N;15;;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915966;203;HIST.GEOG.; ; ;N;10;3;2
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915966;204;MATHEMATIQUES; ; ;N;9;7;2
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915968;001;FRANCAIS ECR.; ;;O;9;2;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915968;002;FRANCAIS ORAL; ;;N;14;2;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915968;003;HIST.GEOG.; ;;O;6;3;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915968;004;MATHEMATIQUES; ;;O;2;7;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915968;005;PHYS-CHIMIE; ;;O;11;6;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915968;005A;PHYS CHIM ECR; ;;N;9;4;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915968;005B;PHYS CHIM PRA; ;;N;15;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915968;006-3;SC. VIE TERRE; ;;O;8;6;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915968;006A-3;S.V.T. ECRIT; ;;N;4;4;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915968;006B-2;S.V.T. PRATIQ; ;;N;17;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915968;007;L.V.E. 1; ;;O;12;3;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915968;007A;LV1 ECRIT;0007;ESPAGNOL;N;8,5;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915968;007B;LV1 ORAL;0007;ESPAGNOL;N;14;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915968;007BA;LV1 COMP ORAL;0007;ESPAGNOL;N;16;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915968;007BB;LV1 EXP ORALE;0007;ESPAGNOL;N;12;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915968;008;LANGUE VIV. 2; ;;O;7;2;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915968;008A;LV2 ECRIT;0002;ANGLAIS;N;5,5;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915968;008B;LV2 ORAL;0002;ANGLAIS;N;8;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915968;008BA;LV2 COMP ORAL;0002;ANGLAIS;N;9;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915968;008BB;LV2 EXP ORALE;0002;ANGLAIS;N;7;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915968;009;PHILOSOPHIE; ;;O;8;3;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915968;010;ED.PHYS.SPORT;5011;EPS APTE;N;14;2;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915968;011-2;INFO SC NUMER; ;;N;12;2;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915968;017;TRAV PERS ENC; ;;N;14;;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915968;204;MATHEMATIQUES; ; ;N;3;7;2
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316915968;206-3;SC. VIE TERRE; ; ;N;8;6;2
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316916009;001;FRANCAIS ECR.; ;;O;7;2;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316916009;002;FRANCAIS ORAL; ;;N;11;2;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316916009;003;HIST.GEOG.; ;;O;4;3;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316916009;004;MATHEMATIQUES; ;;O;4;7;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316916009;005;PHYS-CHIMIE; ;;O;8;6;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316916009;005A;PHYS CHIM ECR; ;;N;5;4;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316916009;005B;PHYS CHIM PRA; ;;N;18;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316916009;006-3;SC. VIE TERRE; ;;O;8;6;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316916009;006A-3;S.V.T. ECRIT; ;;N;6;4;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316916009;006B-2;S.V.T. PRATIQ; ;;N;10;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316916009;007;L.V.E. 1; ;;O;11;3;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316916009;007A;LV1 ECRIT;0007;ESPAGNOL;N;7;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316916009;007B;LV1 ORAL;0007;ESPAGNOL;N;14,5;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316916009;007BA;LV1 COMP ORAL;0007;ESPAGNOL;N;16;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316916009;007BB;LV1 EXP ORALE;0007;ESPAGNOL;N;13;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316916009;008;LANGUE VIV. 2; ;;O;10;2;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316916009;008A;LV2 ECRIT;0002;ANGLAIS;N;9,5;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316916009;008B;LV2 ORAL;0002;ANGLAIS;N;9,5;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316916009;008BA;LV2 COMP ORAL;0002;ANGLAIS;N;10;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316916009;008BB;LV2 EXP ORALE;0002;ANGLAIS;N;9;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316916009;009;PHILOSOPHIE; ;;O;7;3;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316916009;010;ED.PHYS.SPORT;5011;EPS APTE;N;15;2;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316916009;011-2;INFO SC NUMER; ;;N;11;2;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316916009;015;EPR.FACULT.1;3704;ART-ARTS PLAS;N;17;;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316916009;017;TRAV PERS ENC; ;;N;14;;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316916009;204;MATHEMATIQUES; ; ;N;5;7;2
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316916009;206-3;SC. VIE TERRE; ; ;N;15;6;2
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316916332;001;FRANCAIS ECR.; ;;O;7;2;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316916332;002;FRANCAIS ORAL; ;;N;10;2;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316916332;003;HIST.GEOG.; ;;O;5;3;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316916332;004;MATHEMATIQUES; ;;O;5;7;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316916332;005;PHYS-CHIMIE; ;;O;7;6;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316916332;005A;PHYS CHIM ECR; ;;N;6,5;4;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316916332;005B;PHYS CHIM PRA; ;;N;8;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316916332;006-3;SC. VIE TERRE; ;;O;9;6;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316916332;006A-3;S.V.T. ECRIT; ;;N;6;4;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316916332;006B-2;S.V.T. PRATIQ; ;;N;12;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316916332;007;L.V.E. 1; ;;O;8;3;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316916332;007A;LV1 ECRIT;0002;ANGLAIS;N;7,5;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316916332;007B;LV1 ORAL;0002;ANGLAIS;N;8,5;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316916332;007BA;LV1 COMP ORAL;0002;ANGLAIS;N;6;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316916332;007BB;LV1 EXP ORALE;0002;ANGLAIS;N;11;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;I;R;0316916332;008;LANGUE VIV. 2; ;;O;9;2;1
