LIBELLE EXAMEN;ANNEE SESSION;MOIS SESSION;SPECIALITE;OPTION SPECIALITE;PARTIC, 1;PARTIC, 2;NUMERO CANDIDAT;CODE EPREUVE;LIBELLE EPREUVE;CODE MATIERE;LIBELLE MATIERE;CONTROLABLE;NOTE;COEFFICIENT EPREUVE;NUMERO GROUPE
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918421;006A-3;S.V.T. ECRIT; ;;N;9,5;4;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918421;006B-2;S.V.T. PRATIQ; ;;N;11;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918421;007;L.V.E. 1; ;;O;13;3;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918421;007A;LV1 ECRIT;0007;ESPAGNOL;N;12;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918421;007B;LV1 ORAL;0007;ESPAGNOL;N;13;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918421;007BA;LV1 COMP ORAL;0007;ESPAGNOL;N;16;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918421;007BB;LV1 EXP ORALE;0007;ESPAGNOL;N;10;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918421;008;LANGUE VIV. 2; ;;O;14;2;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918421;008A;LV2 ECRIT;0002;ANGLAIS;N;13,5;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918421;008B;LV2 ORAL;0002;ANGLAIS;N;13;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918421;008BA;LV2 COMP ORAL;0002;ANGLAIS;N;14;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918421;008BB;LV2 EXP ORALE;0002;ANGLAIS;N;12;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918421;009;PHILOSOPHIE; ;;O;7;3;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918421;010;ED.PHYS.SPORT;5011;EPS APTE;N;14;2;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918421;017;TRAV PERS ENC; ;;N;12;;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918421;204;MATHEMATIQUES; ; ;N;11;7;2
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918421;205;PHYS-CHIMIE; ; ;N;11;6;2
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918449;001;FRANCAIS ECR.; ;;O;9;2;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918449;002;FRANCAIS ORAL; ;;N;10;2;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918449;003;HIST.GEOG.; ;;O;8;3;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918449;004;MATHEMATIQUES; ;;O;4;7;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918449;005;PHYS-CHIMIE; ;;O;8;6;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918449;005A;PHYS CHIM ECR; ;;N;5,5;4;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918449;005B;PHYS CHIM PRA; ;;N;14;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918449;006-3;SC. VIE TERRE; ;;O;14;8;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918449;006A-3;S.V.T. ECRIT; ;;N;10;4;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918449;006B-2;S.V.T. PRATIQ; ;;N;17;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918449;007;L.V.E. 1; ;;O;12;3;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918449;007A;LV1 ECRIT;0002;ANGLAIS;N;13;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918449;007B;LV1 ORAL;0002;ANGLAIS;N;10,5;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918449;007BA;LV1 COMP ORAL;0002;ANGLAIS;N;6;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918449;007BB;LV1 EXP ORALE;0002;ANGLAIS;N;15;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918449;008;LANGUE VIV. 2; ;;O;9;2;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918449;008A;LV2 ECRIT;0001;ALLEMAND;N;7,5;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918449;008B;LV2 ORAL;0001;ALLEMAND;N;9,5;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918449;008BA;LV2 COMP ORAL;0001;ALLEMAND;N;8;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918449;008BB;LV2 EXP ORALE;0001;ALLEMAND;N;11;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918449;009;PHILOSOPHIE; ;;O;7;3;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918449;010;ED.PHYS.SPORT;5011;EPS APTE;N;15;2;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918449;017;TRAV PERS ENC; ;;N;13;;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918449;203;HIST.GEOG.; ; ;N;11;3;2
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918449;204;MATHEMATIQUES; ; ;N;6;7;2
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918451;001;FRANCAIS ECR.; ;;O;12;2;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918451;002;FRANCAIS ORAL; ;;N;7;2;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918451;003;HIST.GEOG.; ;;O;8;3;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918451;004;MATHEMATIQUES; ;;O;5;7;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918451;005;PHYS-CHIMIE; ;;O;7;6;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918451;005A;PHYS CHIM ECR; ;;N;5;4;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918451;005B;PHYS CHIM PRA; ;;N;11;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918451;006-3;SC. VIE TERRE; ;;O;6;8;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918451;006A-3;S.V.T. ECRIT; ;;N;4;4;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918451;006B-2;S.V.T. PRATIQ; ;;N;10;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918451;007;L.V.E. 1; ;;O;16;3;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918451;007A;LV1 ECRIT;0001;ALLEMAND;N;14,5;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918451;007B;LV1 ORAL;0001;ALLEMAND;N;16,5;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918451;007BA;LV1 COMP ORAL;0001;ALLEMAND;N;20;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918451;007BB;LV1 EXP ORALE;0001;ALLEMAND;N;13;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918451;008;LANGUE VIV. 2; ;;O;12;2;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918451;008A;LV2 ECRIT;0002;ANGLAIS;N;15;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918451;008B;LV2 ORAL;0002;ANGLAIS;N;9;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918451;008BA;LV2 COMP ORAL;0002;ANGLAIS;N;8;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918451;008BB;LV2 EXP ORALE;0002;ANGLAIS;N;10;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918451;009;PHILOSOPHIE; ;;O;6;3;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918451;010;ED.PHYS.SPORT;5011;EPS APTE;N;12;2;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918451;017;TRAV PERS ENC; ;;N;12;;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918451;204;MATHEMATIQUES; ; ;N;7;7;2
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918451;206-3;SC. VIE TERRE; ; ;N;12;8;2
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918458;001;FRANCAIS ECR.; ;;O;10;2;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918458;002;FRANCAIS ORAL; ;;N;15;2;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918458;003;HIST.GEOG.; ;;O;3;3;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918458;004;MATHEMATIQUES; ;;O;9;7;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918458;005;PHYS-CHIMIE; ;;O;4;6;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918458;005A;PHYS CHIM ECR; ;;N;3;4;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918458;005B;PHYS CHIM PRA; ;;N;8;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918458;006-3;SC. VIE TERRE; ;;O;6;8;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918458;006A-3;S.V.T. ECRIT; ;;N;4,5;4;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918458;006B-2;S.V.T. PRATIQ; ;;N;5;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918458;007;L.V.E. 1; ;;O;8;3;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918458;007A;LV1 ECRIT;0002;ANGLAIS;N;8,5;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918458;007B;LV1 ORAL;0002;ANGLAIS;N;7;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918458;007BA;LV1 COMP ORAL;0002;ANGLAIS;N;2;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918458;007BB;LV1 EXP ORALE;0002;ANGLAIS;N;12;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918458;008;LANGUE VIV. 2; ;;O;11;2;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918458;008A;LV2 ECRIT;0001;ALLEMAND;N;9,5;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918458;008B;LV2 ORAL;0001;ALLEMAND;N;11;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918458;008BA;LV2 COMP ORAL;0001;ALLEMAND;N;14;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918458;008BB;LV2 EXP ORALE;0001;ALLEMAND;N;8;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918458;009;PHILOSOPHIE; ;;O;8;3;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918458;010;ED.PHYS.SPORT;5011;EPS APTE;N;15;2;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918458;017;TRAV PERS ENC; ;;N;15;;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918458;205;PHYS-CHIMIE; ; ;N;5;6;2
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918458;206-3;SC. VIE TERRE; ; ;N;13;8;2
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918469;001;FRANCAIS ECR.; ;;O;8;2;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918469;002;FRANCAIS ORAL; ;;N;10;2;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918469;003;HIST.GEOG.; ;;O;6;3;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918469;004;MATHEMATIQUES; ;;O;4;7;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918469;005;PHYS-CHIMIE; ;;O;5;6;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918469;005A;PHYS CHIM ECR; ;;N;2,5;4;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918469;005B;PHYS CHIM PRA; ;;N;13;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918469;006-3;SC. VIE TERRE; ;;O;9;8;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918469;006A-3;S.V.T. ECRIT; ;;N;6,5;4;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918469;006B-2;S.V.T. PRATIQ; ;;N;8;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918469;007;L.V.E. 1; ;;O;19;3;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918469;007A;LV1 ECRIT;0009;RUSSE;N;19;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918469;007B;LV1 ORAL;0009;RUSSE;N;18,5;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918469;007BA;LV1 COMP ORAL;0009;RUSSE;N;20;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918469;007BB;LV1 EXP ORALE;0009;RUSSE;N;17;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918469;008;LANGUE VIV. 2; ;;O;8;2;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918469;008A;LV2 ECRIT;0002;ANGLAIS;N;5;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918469;008B;LV2 ORAL;0002;ANGLAIS;N;10;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918469;008BA;LV2 COMP ORAL;0002;ANGLAIS;N;14;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918469;008BB;LV2 EXP ORALE;0002;ANGLAIS;N;6;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918469;009;PHILOSOPHIE; ;;O;9;3;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918469;010;ED.PHYS.SPORT;5011;EPS APTE;N;19;2;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918469;015;EPR.FACULT.1;3704;ART-ARTS PLAS;N;16;;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918469;017;TRAV PERS ENC; ;;N;12;;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918469;204;MATHEMATIQUES; ; ;N;6;7;2
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918469;205;PHYS-CHIMIE; ; ;N;5;6;2
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918519;001;FRANCAIS ECR.; ;;O;9;2;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918519;002;FRANCAIS ORAL; ;;N;9;2;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918519;003;HIST.GEOG.; ;;O;5;3;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918519;004;MATHEMATIQUES; ;;O;7;7;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918519;005;PHYS-CHIMIE; ;;O;7;6;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918519;005A;PHYS CHIM ECR; ;;N;5,5;4;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918519;005B;PHYS CHIM PRA; ;;N;12;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918519;006-3;SC. VIE TERRE; ;;O;13;8;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918519;006A-3;S.V.T. ECRIT; ;;N;9,5;4;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918519;006B-2;S.V.T. PRATIQ; ;;N;17;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918519;007;L.V.E. 1; ;;O;11;3;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918519;007A;LV1 ECRIT;0002;ANGLAIS;N;10,5;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918519;007B;LV1 ORAL;0002;ANGLAIS;N;10,5;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918519;007BA;LV1 COMP ORAL;0002;ANGLAIS;N;10;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918519;007BB;LV1 EXP ORALE;0002;ANGLAIS;N;11;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918519;008;LANGUE VIV. 2; ;;O;10;2;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918519;008A;LV2 ECRIT;0007;ESPAGNOL;N;12;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918519;008B;LV2 ORAL;0007;ESPAGNOL;N;8;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918519;008BA;LV2 COMP ORAL;0007;ESPAGNOL;N;8;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918519;008BB;LV2 EXP ORALE;0007;ESPAGNOL;N;8;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918519;009;PHILOSOPHIE; ;;O;10;3;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918519;010;ED.PHYS.SPORT;5011;EPS APTE;N;DI;;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918519;017;TRAV PERS ENC; ;;N;16;;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918519;204;MATHEMATIQUES; ; ;N;11;7;2
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918519;205;PHYS-CHIMIE; ; ;N;12;6;2
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918520;001;FRANCAIS ECR.; ;;O;12;2;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918520;002;FRANCAIS ORAL; ;;N;10;2;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918520;003;HIST.GEOG.; ;;O;9;3;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918520;004;MATHEMATIQUES; ;;O;4;7;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918520;005;PHYS-CHIMIE; ;;O;6;6;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918520;005A;PHYS CHIM ECR; ;;N;4;4;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918520;005B;PHYS CHIM PRA; ;;N;13;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918520;006-3;SC. VIE TERRE; ;;O;12;8;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918520;006A-3;S.V.T. ECRIT; ;;N;8;4;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918520;006B-2;S.V.T. PRATIQ; ;;N;18;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918520;007;L.V.E. 1; ;;O;14;3;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918520;007A;LV1 ECRIT;0002;ANGLAIS;N;13;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918520;007B;LV1 ORAL;0002;ANGLAIS;N;14,5;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918520;007BA;LV1 COMP ORAL;0002;ANGLAIS;N;16;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918520;007BB;LV1 EXP ORALE;0002;ANGLAIS;N;13;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918520;008;LANGUE VIV. 2; ;;O;13;2;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918520;008A;LV2 ECRIT;0007;ESPAGNOL;N;14,5;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918520;008B;LV2 ORAL;0007;ESPAGNOL;N;11;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918520;008BA;LV2 COMP ORAL;0007;ESPAGNOL;N;8;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918520;008BB;LV2 EXP ORALE;0007;ESPAGNOL;N;14;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918520;009;PHILOSOPHIE; ;;O;10;3;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918520;010;ED.PHYS.SPORT;5011;EPS APTE;N;12;2;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918520;017;TRAV PERS ENC; ;;N;16;;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918520;204;MATHEMATIQUES; ; ;N;10;7;2
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918520;206-3;SC. VIE TERRE; ; ;N;10;8;2
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918522;001;FRANCAIS ECR.; ;;O;8;2;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918522;002;FRANCAIS ORAL; ;;N;11;2;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918522;003;HIST.GEOG.; ;;O;10;3;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918522;004;MATHEMATIQUES; ;;O;6;7;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918522;005;PHYS-CHIMIE; ;;O;5;6;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918522;005A;PHYS CHIM ECR; ;;N;3;4;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918522;005B;PHYS CHIM PRA; ;;N;10;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918522;006-3;SC. VIE TERRE; ;;O;9;8;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918522;006A-3;S.V.T. ECRIT; ;;N;7;4;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918522;006B-2;S.V.T. PRATIQ; ;;N;8;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918522;007;L.V.E. 1; ;;O;12;3;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918522;007A;LV1 ECRIT;0007;ESPAGNOL;N;7,5;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918522;007B;LV1 ORAL;0007;ESPAGNOL;N;15,5;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918522;007BA;LV1 COMP ORAL;0007;ESPAGNOL;N;16;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918522;007BB;LV1 EXP ORALE;0007;ESPAGNOL;N;15;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918522;008;LANGUE VIV. 2; ;;O;11;2;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918522;008A;LV2 ECRIT;0002;ANGLAIS;N;9;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918522;008B;LV2 ORAL;0002;ANGLAIS;N;11,5;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918522;008BA;LV2 COMP ORAL;0002;ANGLAIS;N;8;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918522;008BB;LV2 EXP ORALE;0002;ANGLAIS;N;15;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918522;009;PHILOSOPHIE; ;;O;10;3;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918522;010;ED.PHYS.SPORT;5011;EPS APTE;N;14;2;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918522;017;TRAV PERS ENC; ;;N;11;;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918522;204;MATHEMATIQUES; ; ;N;6;7;2
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918522;205;PHYS-CHIMIE; ; ;N;12;6;2
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918523;001;FRANCAIS ECR.; ;;O;8;2;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918523;002;FRANCAIS ORAL; ;;N;6;2;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918523;003;HIST.GEOG.; ;;O;4;3;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918523;004;MATHEMATIQUES; ;;O;7;7;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918523;005;PHYS-CHIMIE; ;;O;9;6;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918523;005A;PHYS CHIM ECR; ;;N;6,5;4;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918523;005B;PHYS CHIM PRA; ;;N;16;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918523;006-3;SC. VIE TERRE; ;;O;11;8;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918523;006A-3;S.V.T. ECRIT; ;;N;8;4;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918523;006B-2;S.V.T. PRATIQ; ;;N;15;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918523;007;L.V.E. 1; ;;O;8;3;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918523;007A;LV1 ECRIT;0002;ANGLAIS;N;9;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918523;007B;LV1 ORAL;0002;ANGLAIS;N;6;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918523;007BA;LV1 COMP ORAL;0002;ANGLAIS;N;2;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918523;007BB;LV1 EXP ORALE;0002;ANGLAIS;N;10;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918523;008;LANGUE VIV. 2; ;;O;4;2;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918523;008A;LV2 ECRIT;0001;ALLEMAND;N;4;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918523;008B;LV2 ORAL;0001;ALLEMAND;N;4;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918523;008BA;LV2 COMP ORAL;0001;ALLEMAND;N;4;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918523;008BB;LV2 EXP ORALE;0001;ALLEMAND;N;4;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918523;009;PHILOSOPHIE; ;;O;6;3;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918523;010;ED.PHYS.SPORT;5011;EPS APTE;N;14;2;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918523;017;TRAV PERS ENC; ;;N;13;;1
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918523;204;MATHEMATIQUES; ; ;N;4;7;2
BACCALAUREAT GENERAL;2017;06;S;SVT;S;R;0316918523;206-3;SC. VIE TERRE; ; ;N;12;8;2
