id;code1;libelle1;code2;libelle2;note
0316654755;003;HIST.GEOG.; ;;12
0316655068;003;HIST.GEOG.; ;;9
0316655192;003;HIST.GEOG.; ;;7
0316655218;003;HIST.GEOG.; ;;12
0316655233;003;HIST.GEOG.; ;;8
0316655834;003;HIST.GEOG.; ;;7
0316655854;003;HIST.GEOG.; ;;7
0316655913;003;HIST.GEOG.; ;;12
0316656102;003;HIST.GEOG.; ;;7
0316656172;003;HIST.GEOG.; ;;6
0316656234;003;HIST.GEOG.; ;;4
0316656540;003;HIST.GEOG.; ;;6
0316656571;003;HIST.GEOG.; ;;10
0316656625;003;HIST.GEOG.; ;;5
0316656711;003;HIST.GEOG.; ;;12
0316656880;003;HIST.GEOG.; ;;4
0316657011;003;HIST.GEOG.; ;;13
0316657176;003;HIST.GEOG.; ;;4
0316657218;003;HIST.GEOG.; ;;10
0316657226;003;HIST.GEOG.; ;;11
0316657678;003;HIST.GEOG.; ;;11
0316657731;003;HIST.GEOG.; ;;10
0316657840;003;HIST.GEOG.; ;;7
0316658020;003;HIST.GEOG.; ;;9
0316658551;003;HIST.GEOG.; ;;6
0316658641;003;HIST.GEOG.; ;;7
0316658678;003;HIST.GEOG.; ;;4
0316658679;003;HIST.GEOG.; ;;10
0316658722;003;HIST.GEOG.; ;;3
0316659083;003;HIST.GEOG.; ;;13
0316659136;003;HIST.GEOG.; ;;10
0316659312;003;HIST.GEOG.; ;;5
0316659396;003;HIST.GEOG.; ;;7
0316659484;003;HIST.GEOG.; ;;12
0316727847;003;HIST.GEOG.; ;;6
0316727966;003;HIST.GEOG.; ;;9
0316913746;003;HIST.GEOG.; ;;5
0316913750;003;HIST.GEOG.; ;;6
0316913798;003;HIST.GEOG.; ;;10
0316913817;003;HIST.GEOG.; ;;4
0316913824;003;HIST.GEOG.; ;;7
0316913844;003;HIST.GEOG.; ;;5
0316913854;003;HIST.GEOG.; ;;6
0316913868;003;HIST.GEOG.; ;;3
0316913869;003;HIST.GEOG.; ;;9
0316913877;003;HIST.GEOG.; ;;6
0316913879;003;HIST.GEOG.; ;;7
0316913882;003;HIST.GEOG.; ;;8
0316913890;003;HIST.GEOG.; ;;5
0316913898;003;HIST.GEOG.; ;;12
0316913906;003;HIST.GEOG.; ;;12
0316913908;003;HIST.GEOG.; ;;11
0316913915;003;HIST.GEOG.; ;;8
0316913916;003;HIST.GEOG.; ;;4
0316913917;003;HIST.GEOG.; ;;11
0316913921;003;HIST.GEOG.; ;;3
0316913922;003;HIST.GEOG.; ;;6
0316913946;003;HIST.GEOG.; ;;6
0316913950;003;HIST.GEOG.; ;;4
0316913955;003;HIST.GEOG.; ;;8
0316913957;003;HIST.GEOG.; ;;9
0316913966;003;HIST.GEOG.; ;;5
0316913967;003;HIST.GEOG.; ;;7
0316913977;003;HIST.GEOG.; ;;10
0316913979;003;HIST.GEOG.; ;;6
0316913980;003;HIST.GEOG.; ;;7
0316913986;003;HIST.GEOG.; ;;8
0316913991;003;HIST.GEOG.; ;;4
0316913992;003;HIST.GEOG.; ;;6
0316914000;003;HIST.GEOG.; ;;6
0316914013;003;HIST.GEOG.; ;;10
0316914015;003;HIST.GEOG.; ;;6
0316914018;003;HIST.GEOG.; ;;8
0316914024;003;HIST.GEOG.; ;;8
0316914035;003;HIST.GEOG.; ;;2
0316914041;003;HIST.GEOG.; ;;12
0316914082;003;HIST.GEOG.; ;;4
0316914098;003;HIST.GEOG.; ;;4
0316914109;003;HIST.GEOG.; ;;7
0316914119;003;HIST.GEOG.; ;;5
0316914127;003;HIST.GEOG.; ;;4
0316914194;003;HIST.GEOG.; ;;12
0316914230;003;HIST.GEOG.; ;;6
0316914241;003;HIST.GEOG.; ;;3
0316914252;003;HIST.GEOG.; ;;10
0316914273;003;HIST.GEOG.; ;;5
0316914294;003;HIST.GEOG.; ;;6
0316914317;003;HIST.GEOG.; ;;15
0316914322;003;HIST.GEOG.; ;;12
0316914360;003;HIST.GEOG.; ;;3
0316914373;003;HIST.GEOG.; ;;12
0316914392;003;HIST.GEOG.; ;;6
0316914418;003;HIST.GEOG.; ;;5
0316914427;003;HIST.GEOG.; ;;6
0316914429;003;HIST.GEOG.; ;;9
0316914443;003;HIST.GEOG.; ;;13
0316914471;003;HIST.GEOG.; ;;6
0316914476;003;HIST.GEOG.; ;;15
0316914491;003;HIST.GEOG.; ;;11
0316914497;003;HIST.GEOG.; ;;4
0316914514;003;HIST.GEOG.; ;;3
0316914519;003;HIST.GEOG.; ;;10
0316914525;003;HIST.GEOG.; ;;7
0316914527;003;HIST.GEOG.; ;;10
0316914528;003;HIST.GEOG.; ;;4
0316914530;003;HIST.GEOG.; ;;8
0316914531;003;HIST.GEOG.; ;;6
0316914541;003;HIST.GEOG.; ;;11
0316914578;003;HIST.GEOG.; ;;4
0316914599;003;HIST.GEOG.; ;;10
0316914604;003;HIST.GEOG.; ;;6
0316914627;003;HIST.GEOG.; ;;6
0316914673;003;HIST.GEOG.; ;;3
0316914677;003;HIST.GEOG.; ;;13
0316914698;003;HIST.GEOG.; ;;5
0316914709;003;HIST.GEOG.; ;;7
0316914721;003;HIST.GEOG.; ;;9
0316914723;003;HIST.GEOG.; ;;3
0316914738;003;HIST.GEOG.; ;;4
0316914747;003;HIST.GEOG.; ;;12
0316914774;003;HIST.GEOG.; ;;9
0316914837;003;HIST.GEOG.; ;;8
0316914857;003;HIST.GEOG.; ;;8
0316914864;003;HIST.GEOG.; ;;8
0316914886;003;HIST.GEOG.; ;;8
0316914901;003;HIST.GEOG.; ;;11
0316914962;003;HIST.GEOG.; ;;6
0316914985;003;HIST.GEOG.; ;;7
0316915007;003;HIST.GEOG.; ;;7
0316915008;003;HIST.GEOG.; ;;7
0316915018;003;HIST.GEOG.; ;;6
0316915098;003;HIST.GEOG.; ;;9
0316915136;003;HIST.GEOG.; ;;5
0316915159;003;HIST.GEOG.; ;;4
0316915169;003;HIST.GEOG.; ;;6
0316915170;003;HIST.GEOG.; ;;2
0316915266;003;HIST.GEOG.; ;;6
0316915267;003;HIST.GEOG.; ;;6
0316915300;003;HIST.GEOG.; ;;4
0316915311;003;HIST.GEOG.; ;;2
0316915327;003;HIST.GEOG.; ;;10
0316915365;003;HIST.GEOG.; ;;5
0316915376;003;HIST.GEOG.; ;;8
0316915415;003;HIST.GEOG.; ;;6
0316915424;003;HIST.GEOG.; ;;7
0316915439;003;HIST.GEOG.; ;;8
0316915452;003;HIST.GEOG.; ;;5
0316915472;003;HIST.GEOG.; ;;6
0316915523;003;HIST.GEOG.; ;;4
0316915530;003;HIST.GEOG.; ;;18
0316915535;003;HIST.GEOG.; ;;9
0316915540;003;HIST.GEOG.; ;;5
0316915593;003;HIST.GEOG.; ;;5
0316915617;003;HIST.GEOG.; ;;7
0316915630;003;HIST.GEOG.; ;;4
0316915631;003;HIST.GEOG.; ;;10
0316915634;003;HIST.GEOG.; ;;7
0316915635;003;HIST.GEOG.; ;;8
0316915636;003;HIST.GEOG.; ;;5
0316915703;003;HIST.GEOG.; ;;12
0316915707;003;HIST.GEOG.; ;;6
0316915709;003;HIST.GEOG.; ;;8
0316915710;003;HIST.GEOG.; ;;11
0316915711;003;HIST.GEOG.; ;;5
0316915723;003;HIST.GEOG.; ;;7
0316915786;003;HIST.GEOG.; ;;10
0316915833;003;HIST.GEOG.; ;;7
0316915874;003;HIST.GEOG.; ;;8
0316915918;003;HIST.GEOG.; ;;7
0316915951;003;HIST.GEOG.; ;;4
0316915971;003;HIST.GEOG.; ;;12
0316915993;003;HIST.GEOG.; ;;7
0316916002;003;HIST.GEOG.; ;;11
0316916036;003;HIST.GEOG.; ;;6
0316916044;003;HIST.GEOG.; ;;5
0316916060;003;HIST.GEOG.; ;;11
0316916104;003;HIST.GEOG.; ;;3
0316916116;003;HIST.GEOG.; ;;7
0316916126;003;HIST.GEOG.; ;;8
0316916153;003;HIST.GEOG.; ;;3
0316916162;003;HIST.GEOG.; ;;7
0316916167;003;HIST.GEOG.; ;;12
0316916221;003;HIST.GEOG.; ;;6
0316916235;003;HIST.GEOG.; ;;11
0316916242;003;HIST.GEOG.; ;;9
0316916251;003;HIST.GEOG.; ;;8
0316916258;003;HIST.GEOG.; ;;6
0316916270;003;HIST.GEOG.; ;;11
0316916271;003;HIST.GEOG.; ;;6
0316916298;003;HIST.GEOG.; ;;8
0316916309;003;HIST.GEOG.; ;;15
0316916313;003;HIST.GEOG.; ;;14
0316916321;003;HIST.GEOG.; ;;5
0316916325;003;HIST.GEOG.; ;;2
0316916338;003;HIST.GEOG.; ;;14
0316916348;003;HIST.GEOG.; ;;10
0316916363;003;HIST.GEOG.; ;;6
0316916448;003;HIST.GEOG.; ;;6
0316916451;003;HIST.GEOG.; ;;6
0316916461;003;HIST.GEOG.; ;;11
0316916560;003;HIST.GEOG.; ;;5
0316916574;003;HIST.GEOG.; ;;14
0316916576;003;HIST.GEOG.; ;;10
0316916587;003;HIST.GEOG.; ;;14
0316916665;003;HIST.GEOG.; ;;5
0316916696;003;HIST.GEOG.; ;;6
0316916714;003;HIST.GEOG.; ;;6
0316916727;003;HIST.GEOG.; ;;5
0316916769;003;HIST.GEOG.; ;;6
0316916774;003;HIST.GEOG.; ;;15
0316916776;003;HIST.GEOG.; ;;6
0316916777;003;HIST.GEOG.; ;;5
0316916783;003;HIST.GEOG.; ;;9
0316916791;003;HIST.GEOG.; ;;5
0316916795;003;HIST.GEOG.; ;;6
0316916806;003;HIST.GEOG.; ;;12
0316916850;003;HIST.GEOG.; ;;9
0316916882;003;HIST.GEOG.; ;;14
0316916926;003;HIST.GEOG.; ;;10
0316916945;003;HIST.GEOG.; ;;4
0316916961;003;HIST.GEOG.; ;;12
0316916966;003;HIST.GEOG.; ;;7
0316916967;003;HIST.GEOG.; ;;7
0316917053;003;HIST.GEOG.; ;;5
0316917081;003;HIST.GEOG.; ;;5
0316917090;003;HIST.GEOG.; ;;5
0316917136;003;HIST.GEOG.; ;;7
0316917144;003;HIST.GEOG.; ;;3
0316917149;003;HIST.GEOG.; ;;10
0316917203;003;HIST.GEOG.; ;;4
0316917223;003;HIST.GEOG.; ;;4
0316917246;003;HIST.GEOG.; ;;11
0316917252;003;HIST.GEOG.; ;;7
0316917274;003;HIST.GEOG.; ;;2
0316917380;003;HIST.GEOG.; ;;8
0316917429;003;HIST.GEOG.; ;;7
0316917445;003;HIST.GEOG.; ;;3
0316917479;003;HIST.GEOG.; ;;8
0316917481;003;HIST.GEOG.; ;;3
0316917482;003;HIST.GEOG.; ;;10
0316917574;003;HIST.GEOG.; ;;11
0316917589;003;HIST.GEOG.; ;;8
0316917594;003;HIST.GEOG.; ;;15
0316917614;003;HIST.GEOG.; ;;4
0316917624;003;HIST.GEOG.; ;;6
0316917636;003;HIST.GEOG.; ;;10
0316917668;003;HIST.GEOG.; ;;8
0316917670;003;HIST.GEOG.; ;;5
0316917685;003;HIST.GEOG.; ;;6
0316917717;003;HIST.GEOG.; ;;5
0316917736;003;HIST.GEOG.; ;;10
0316917753;003;HIST.GEOG.; ;;6
0316917830;003;HIST.GEOG.; ;;9
0316917837;003;HIST.GEOG.; ;;9
0316917870;003;HIST.GEOG.; ;;5
0316917896;003;HIST.GEOG.; ;;5
0316917916;003;HIST.GEOG.; ;;9
0316917937;003;HIST.GEOG.; ;;6
0316917942;003;HIST.GEOG.; ;;10
0316918009;003;HIST.GEOG.; ;;8
0316918022;003;HIST.GEOG.; ;;9
0316918037;003;HIST.GEOG.; ;;5
0316918084;003;HIST.GEOG.; ;;11
0316918104;003;HIST.GEOG.; ;;6
0316918107;003;HIST.GEOG.; ;;4
0316918126;003;HIST.GEOG.; ;;4
0316918159;003;HIST.GEOG.; ;;11
0316918183;003;HIST.GEOG.; ;;6
0316918193;003;HIST.GEOG.; ;;8
0316918198;003;HIST.GEOG.; ;;11
0316918203;003;HIST.GEOG.; ;;15
0316918205;003;HIST.GEOG.; ;;11
0316918216;003;HIST.GEOG.; ;;13
0316918233;003;HIST.GEOG.; ;;8
0316918253;003;HIST.GEOG.; ;;12
0316918268;003;HIST.GEOG.; ;;3
0316918305;003;HIST.GEOG.; ;;7
0316918310;003;HIST.GEOG.; ;;13
0316918331;003;HIST.GEOG.; ;;7
0316918380;003;HIST.GEOG.; ;;6
0316918400;003;HIST.GEOG.; ;;10
0316918421;003;HIST.GEOG.; ;;10
0316918449;003;HIST.GEOG.; ;;8
0316918451;003;HIST.GEOG.; ;;8
0316918458;003;HIST.GEOG.; ;;3
0316918469;003;HIST.GEOG.; ;;6
0316918519;003;HIST.GEOG.; ;;5
0316918520;003;HIST.GEOG.; ;;9
0316918522;003;HIST.GEOG.; ;;10
0316918523;003;HIST.GEOG.; ;;4
0316918530;003;HIST.GEOG.; ;;7
0316918587;003;HIST.GEOG.; ;;4
0316918593;003;HIST.GEOG.; ;;9
0316918626;003;HIST.GEOG.; ;;6
0316918681;003;HIST.GEOG.; ;;9
0316918698;003;HIST.GEOG.; ;;9
0316918702;003;HIST.GEOG.; ;;4
0316918737;003;HIST.GEOG.; ;;11
0316918759;003;HIST.GEOG.; ;;11
0316918766;003;HIST.GEOG.; ;;3
0316918797;003;HIST.GEOG.; ;;7
0316918906;003;HIST.GEOG.; ;;14
0316919086;003;HIST.GEOG.; ;;5
0316919089;003;HIST.GEOG.; ;;10
0316919093;003;HIST.GEOG.; ;;10
0316919114;003;HIST.GEOG.; ;;7
0316919116;003;HIST.GEOG.; ;;9
0316919155;003;HIST.GEOG.; ;;5
0316919173;003;HIST.GEOG.; ;;7
0316919213;003;HIST.GEOG.; ;;13
0316919228;003;HIST.GEOG.; ;;7
0316919248;003;HIST.GEOG.; ;;9
0316919258;003;HIST.GEOG.; ;;8
0316919275;003;HIST.GEOG.; ;;6
0316919318;003;HIST.GEOG.; ;;10
0316919345;003;HIST.GEOG.; ;;16
0316919346;003;HIST.GEOG.; ;;9
0316919350;003;HIST.GEOG.; ;;5
0316919375;003;HIST.GEOG.; ;;7
0316919379;003;HIST.GEOG.; ;;4
0316919381;003;HIST.GEOG.; ;;8
0316919400;003;HIST.GEOG.; ;;9
0316919404;003;HIST.GEOG.; ;;7
0316919420;003;HIST.GEOG.; ;;7
0316919432;003;HIST.GEOG.; ;;5
0316919446;003;HIST.GEOG.; ;;6
0316919460;003;HIST.GEOG.; ;;8
0316919467;003;HIST.GEOG.; ;;4
0316919547;003;HIST.GEOG.; ;;7
0316919556;003;HIST.GEOG.; ;;13
0316919566;003;HIST.GEOG.; ;;13
0316919567;003;HIST.GEOG.; ;;6
0316919568;003;HIST.GEOG.; ;;9
0316919574;003;HIST.GEOG.; ;;9
0316919582;003;HIST.GEOG.; ;;10
0316919592;003;HIST.GEOG.; ;;11
0316919606;003;HIST.GEOG.; ;;4
0316919663;003;HIST.GEOG.; ;;10
0316919681;003;HIST.GEOG.; ;;8
0316919704;003;HIST.GEOG.; ;;12
0316919705;003;HIST.GEOG.; ;;10
0316919721;003;HIST.GEOG.; ;;3
0316919731;003;HIST.GEOG.; ;;10
0316919735;003;HIST.GEOG.; ;;8
0316919773;003;HIST.GEOG.; ;;6
0316919790;003;HIST.GEOG.; ;;6
0316919817;003;HIST.GEOG.; ;;3
0316919854;003;HIST.GEOG.; ;;8
0316919855;003;HIST.GEOG.; ;;7
0316919861;003;HIST.GEOG.; ;;6
0316919873;003;HIST.GEOG.; ;;5
0316919896;003;HIST.GEOG.; ;;7
0316919928;003;HIST.GEOG.; ;;12
0316919941;003;HIST.GEOG.; ;;3
0316919948;003;HIST.GEOG.; ;;5
0316919949;003;HIST.GEOG.; ;;7
0316919975;003;HIST.GEOG.; ;;8
0316919978;003;HIST.GEOG.; ;;5
0316919989;003;HIST.GEOG.; ;;7
0316920015;003;HIST.GEOG.; ;;11
0316920036;003;HIST.GEOG.; ;;7
0316920065;003;HIST.GEOG.; ;;7
0316920067;003;HIST.GEOG.; ;;7
0316920104;003;HIST.GEOG.; ;;10
0316920105;003;HIST.GEOG.; ;;5
0316920167;003;HIST.GEOG.; ;;5
0316920176;003;HIST.GEOG.; ;;8
0316920181;003;HIST.GEOG.; ;;8
0316920200;003;HIST.GEOG.; ;;7
0516043638;003;HIST.GEOG.; ;;10
0516067177;003;HIST.GEOG.; ;;5
0516187685;003;HIST.GEOG.; ;;10
0516187691;003;HIST.GEOG.; ;;7
0516187694;003;HIST.GEOG.; ;;6
0516187697;003;HIST.GEOG.; ;;11
0516187698;003;HIST.GEOG.; ;;5
0516187705;003;HIST.GEOG.; ;;8
0516187708;003;HIST.GEOG.; ;;6
0516187711;003;HIST.GEOG.; ;;10
0516187712;003;HIST.GEOG.; ;;6
0516187714;003;HIST.GEOG.; ;;3
0516187715;003;HIST.GEOG.; ;;12
0516187718;003;HIST.GEOG.; ;;7
0516187722;003;HIST.GEOG.; ;;8
0516187723;003;HIST.GEOG.; ;;8
0516187725;003;HIST.GEOG.; ;;3
0516187732;003;HIST.GEOG.; ;;7
0516043657;004;MATHEMATIQUES; ;;4
0516043791;004;MATHEMATIQUES; ;;7
0316914573;004;MATHEMATIQUES; ;;6
0316652979;004;MATHEMATIQUES; ;;4
0316653066;004;MATHEMATIQUES; ;;13
0316653192;004;MATHEMATIQUES; ;;2
0316653348;004;MATHEMATIQUES; ;;6
0316654471;004;MATHEMATIQUES; ;;14
0316655480;004;MATHEMATIQUES; ;;8
0316657825;004;MATHEMATIQUES; ;;9
0316658595;004;MATHEMATIQUES; ;;11
0316659220;004;MATHEMATIQUES; ;;9
0316913865;004;MATHEMATIQUES; ;;4
0316913881;004;MATHEMATIQUES; ;;7
0316913976;004;MATHEMATIQUES; ;;4
0316914086;004;MATHEMATIQUES; ;;4
0316914259;004;MATHEMATIQUES; ;;6
0316914269;004;MATHEMATIQUES; ;;3
0316914545;004;MATHEMATIQUES; ;;8
0316914554;004;MATHEMATIQUES; ;;5
0316914625;004;MATHEMATIQUES; ;;4
0316915138;004;MATHEMATIQUES; ;;5
0316915141;004;MATHEMATIQUES; ;;5
0316915418;004;MATHEMATIQUES; ;;9
0316915487;004;MATHEMATIQUES; ;;6
0316915740;004;MATHEMATIQUES; ;;6
0316915933;004;MATHEMATIQUES; ;;11
0316916343;004;MATHEMATIQUES; ;;4
0316916389;004;MATHEMATIQUES; ;;7
0316916785;004;MATHEMATIQUES; ;;5
0316916843;004;MATHEMATIQUES; ;;4
0316917112;004;MATHEMATIQUES; ;;13
0316917573;004;MATHEMATIQUES; ;;7
0316917616;004;MATHEMATIQUES; ;;8
0316917705;004;MATHEMATIQUES; ;;10
0316918025;004;MATHEMATIQUES; ;;7
0316918135;004;MATHEMATIQUES; ;;7
0316918274;004;MATHEMATIQUES; ;;6
0316918288;004;MATHEMATIQUES; ;;7
0316918757;004;MATHEMATIQUES; ;;4
0316919125;004;MATHEMATIQUES; ;;8
0316919924;004;MATHEMATIQUES; ;;10
0316920051;004;MATHEMATIQUES; ;;7
0516187613;004;MATHEMATIQUES; ;;7
0316917282;004;MATHEMATIQUES; ;;5
0316913738;004;MATHEMATIQUES; ;;8
0316913938;004;MATHEMATIQUES; ;;7
0316914110;004;MATHEMATIQUES; ;;5
0316914132;004;MATHEMATIQUES; ;;7
0316914159;004;MATHEMATIQUES; ;;11
0316914498;004;MATHEMATIQUES; ;;10
0316914591;004;MATHEMATIQUES; ;;10
0316914860;004;MATHEMATIQUES; ;;8
0316915372;004;MATHEMATIQUES; ;;5
0316915373;004;MATHEMATIQUES; ;;7
0316915569;004;MATHEMATIQUES; ;;6
0316915660;004;MATHEMATIQUES; ;;6
0316915699;004;MATHEMATIQUES; ;;7
0316915728;004;MATHEMATIQUES; ;;5
0316916236;004;MATHEMATIQUES; ;;8
0316916460;004;MATHEMATIQUES; ;;3
0316916530;004;MATHEMATIQUES; ;;4
0316916827;004;MATHEMATIQUES; ;;8
0316916988;004;MATHEMATIQUES; ;;5
0316916996;004;MATHEMATIQUES; ;;8
0316917044;004;MATHEMATIQUES; ;;8
0316917455;004;MATHEMATIQUES; ;;10
0316917631;004;MATHEMATIQUES; ;;9
0316917934;004;MATHEMATIQUES; ;;5
0316918168;004;MATHEMATIQUES; ;;8
0316918289;004;MATHEMATIQUES; ;;7
0316918295;004;MATHEMATIQUES; ;;7
0316919041;004;MATHEMATIQUES; ;;5
0316919107;004;MATHEMATIQUES; ;;7
0316919225;004;MATHEMATIQUES; ;;6
0316919238;004;MATHEMATIQUES; ;;6
0316653167;004;MATHEMATIQUES; ;;11
0316913995;004;MATHEMATIQUES; ;;6
0316914104;004;MATHEMATIQUES; ;;11
0316915960;004;MATHEMATIQUES; ;;12
0316916206;004;MATHEMATIQUES; ;;8
0316916816;004;MATHEMATIQUES; ;;7
0316917025;004;MATHEMATIQUES; ;;13
0316917550;004;MATHEMATIQUES; ;;6
0316657905;004;MATHEMATIQUES; ;;10
0316913745;004;MATHEMATIQUES; ;;11
0316913856;004;MATHEMATIQUES; ;;8
0316913942;004;MATHEMATIQUES; ;;8
0316913964;004;MATHEMATIQUES; ;;10
0316914280;004;MATHEMATIQUES; ;;6
0316914310;004;MATHEMATIQUES; ;;5
0316914550;004;MATHEMATIQUES; ;;8
0316914565;004;MATHEMATIQUES; ;;4
0316915329;004;MATHEMATIQUES; ;;3
0316917526;004;MATHEMATIQUES; ;;7
0316919995;004;MATHEMATIQUES; ;;7
0516067190;004;MATHEMATIQUES; ;;8
0316913888;004;MATHEMATIQUES; ;;7
0316914356;004;MATHEMATIQUES; ;;5
0316915608;004;MATHEMATIQUES; ;;4
0316917528;004;MATHEMATIQUES; ;;5
0316917749;004;MATHEMATIQUES; ;;4
0316918507;004;MATHEMATIQUES; ;;4
0316918982;004;MATHEMATIQUES; ;;6
0316918998;004;MATHEMATIQUES; ;;6
0316919339;004;MATHEMATIQUES; ;;9
0316920039;004;MATHEMATIQUES; ;;6
0516067265;004;MATHEMATIQUES; ;;6
0316653436;004;MATHEMATIQUES; ;;9
0316654270;004;MATHEMATIQUES; ;;8
0316654433;004;MATHEMATIQUES; ;;9
0316654657;004;MATHEMATIQUES; ;;9
0316655052;004;MATHEMATIQUES; ;;7
0316657220;004;MATHEMATIQUES; ;;2
0316657283;004;MATHEMATIQUES; ;;9
0316913799;004;MATHEMATIQUES; ;;7
0316913814;004;MATHEMATIQUES; ;;5
0316913832;004;MATHEMATIQUES; ;;5
0316913836;004;MATHEMATIQUES; ;;5
0316913901;004;MATHEMATIQUES; ;;4
0316913932;004;MATHEMATIQUES; ;;4
0316913948;004;MATHEMATIQUES; ;;9
0316914042;004;MATHEMATIQUES; ;;9
0316914045;004;MATHEMATIQUES; ;;4
0316914061;004;MATHEMATIQUES; ;;5
0316914064;004;MATHEMATIQUES; ;;6
0316914068;004;MATHEMATIQUES; ;;6
0316914095;004;MATHEMATIQUES; ;;7
0316914207;004;MATHEMATIQUES; ;;6
0316914293;004;MATHEMATIQUES; ;;5
0316914357;004;MATHEMATIQUES; ;;5
0316914430;004;MATHEMATIQUES; ;;5
0316914522;004;MATHEMATIQUES; ;;9
0316914648;004;MATHEMATIQUES; ;;6
0316914697;004;MATHEMATIQUES; ;;9
0316914807;004;MATHEMATIQUES; ;;5
0316915014;004;MATHEMATIQUES; ;;9
0316915060;004;MATHEMATIQUES; ;;9
0316915127;004;MATHEMATIQUES; ;;8
0316915131;004;MATHEMATIQUES; ;;8
0316915184;004;MATHEMATIQUES; ;;5
0316915255;004;MATHEMATIQUES; ;;14
0316915541;004;MATHEMATIQUES; ;;6
0316915590;004;MATHEMATIQUES; ;;3
0316915835;004;MATHEMATIQUES; ;;3
0316915966;004;MATHEMATIQUES; ;;5
0316915968;004;MATHEMATIQUES; ;;2
0316916009;004;MATHEMATIQUES; ;;4
0316916332;004;MATHEMATIQUES; ;;5
0316916416;004;MATHEMATIQUES; ;;5
0316916429;004;MATHEMATIQUES; ;;5
0316916595;004;MATHEMATIQUES; ;;7
0316916651;004;MATHEMATIQUES; ;;7
0316916654;004;MATHEMATIQUES; ;;5
0316916691;004;MATHEMATIQUES; ;;7
0316916707;004;MATHEMATIQUES; ;;3
0316916718;004;MATHEMATIQUES; ;;5
0316916794;004;MATHEMATIQUES; ;;4
0316916811;004;MATHEMATIQUES; ;;6
0316916919;004;MATHEMATIQUES; ;;4
0316916977;004;MATHEMATIQUES; ;;7
0316916989;004;MATHEMATIQUES; ;;6
0316916990;004;MATHEMATIQUES; ;;3
0316917041;004;MATHEMATIQUES; ;;12
0316917125;004;MATHEMATIQUES; ;;11
0316917530;004;MATHEMATIQUES; ;;10
0316917644;004;MATHEMATIQUES; ;;10
0316917764;004;MATHEMATIQUES; ;;4
0316917861;004;MATHEMATIQUES; ;;4
0316917880;004;MATHEMATIQUES; ;;9
0316918008;004;MATHEMATIQUES; ;;5
0316918116;004;MATHEMATIQUES; ;;9
0316918202;004;MATHEMATIQUES; ;;10
0316918234;004;MATHEMATIQUES; ;;7
0316918285;004;MATHEMATIQUES; ;;11
0316918291;004;MATHEMATIQUES; ;;5
0316918297;004;MATHEMATIQUES; ;;4
0316918503;004;MATHEMATIQUES; ;;6
0316918504;004;MATHEMATIQUES; ;;5
0316918512;004;MATHEMATIQUES; ;;4
0316918691;004;MATHEMATIQUES; ;;5
0316918740;004;MATHEMATIQUES; ;;7
0316918853;004;MATHEMATIQUES; ;;6
0316918915;004;MATHEMATIQUES; ;;6
0316919104;004;MATHEMATIQUES; ;;6
0316919214;004;MATHEMATIQUES; ;;6
0316919245;004;MATHEMATIQUES; ;;6
0316919317;004;MATHEMATIQUES; ;;6
0316919327;004;MATHEMATIQUES; ;;11
0316919856;004;MATHEMATIQUES; ;;8
0316920072;004;MATHEMATIQUES; ;;8
0516187624;004;MATHEMATIQUES; ;;4
0316914030;004;MATHEMATIQUES; ;;4
0316914981;004;MATHEMATIQUES; ;;8
0316916074;004;MATHEMATIQUES; ;;7
0316916583;004;MATHEMATIQUES; ;;9
0316917726;004;MATHEMATIQUES; ;;3
0316917853;004;MATHEMATIQUES; ;;10
0316919152;004;MATHEMATIQUES; ;;3
0316522148;004;MATHEMATIQUES; ;;7
0316653062;004;MATHEMATIQUES; ;;7
0316653097;004;MATHEMATIQUES; ;;11
0316653261;004;MATHEMATIQUES; ;;8
0316654735;004;MATHEMATIQUES; ;;5
0316655332;004;MATHEMATIQUES; ;;9
0316656485;004;MATHEMATIQUES; ;;9
0316657052;004;MATHEMATIQUES; ;;6
0316657260;004;MATHEMATIQUES; ;;9
0316657543;004;MATHEMATIQUES; ;;10
0316658613;004;MATHEMATIQUES; ;;10
0316658733;004;MATHEMATIQUES; ;;7
0316658734;004;MATHEMATIQUES; ;;4
0316659359;004;MATHEMATIQUES; ;;6
0316913803;004;MATHEMATIQUES; ;;6
0316913842;004;MATHEMATIQUES; ;;6
0316913886;004;MATHEMATIQUES; ;;9
0316913972;004;MATHEMATIQUES; ;;6
0316914066;004;MATHEMATIQUES; ;;7
0316914089;004;MATHEMATIQUES; ;;11
0316914120;004;MATHEMATIQUES; ;;4
0316914225;004;MATHEMATIQUES; ;;8
0316914517;004;MATHEMATIQUES; ;;9
0316914566;004;MATHEMATIQUES; ;;11
0316914754;004;MATHEMATIQUES; ;;9
0316914829;004;MATHEMATIQUES; ;;9
0316914861;004;MATHEMATIQUES; ;;7
0316915128;004;MATHEMATIQUES; ;;8
0316915168;004;MATHEMATIQUES; ;;7
0316915444;004;MATHEMATIQUES; ;;6
0316915563;004;MATHEMATIQUES; ;;9
0316915628;004;MATHEMATIQUES; ;;7
0316915702;004;MATHEMATIQUES; ;;8
0316915837;004;MATHEMATIQUES; ;;13
0316915880;004;MATHEMATIQUES; ;;7
0316915906;004;MATHEMATIQUES; ;;6
0316916016;004;MATHEMATIQUES; ;;6
0316916068;004;MATHEMATIQUES; ;;4
